PC1,PC2,PC3,PC4,PC5
-7.268420368150682,-0.7170819301221683,2.132014159365836,-0.32055023424522916,0.5831051454455891
-3.1017390239768625,-3.377747070324626,11.743357270260256,2.4569669040476714,-2.9928429251771704
-2.9698825489995024,4.23278639691192,-15.948546854464226,3.8793150603109243,-9.203578383890369
-6.56087654761647,-4.065808309724159,10.54541982929838,5.19354019559,-1.1016147635407343
3.069449251335897,-1.1148173330089566,-14.645975437733188,-0.9806716853909418,0.46476028789227064
29.39824451219616,2.7454630974500303,5.586330672306809,0.7433986910815246,0.435387155007616
-5.65843093743915,11.398692436242515,-1.7619718631340804,7.894082842429997,9.573792684915388
-1.2761098961318835,-2.4881365801483195,-7.610317455215097,4.217159173817779,-5.584310963427023
-1.2754726109934291,-0.46691630395852973,-7.980507351160372,3.4901858533942125,-5.7405298051918825
0.20236200210547833,-11.527530056148631,-3.8221227032034637,4.639613660716181,-3.5284705263275806
-6.847548424201778,7.299295347602814,1.9790078580966672,-7.165904949649244,-5.145268884584485
-5.885600327829201,11.669200307563948,-1.1527914095421832,10.451556028024196,7.833071536744181
-6.882047983250495,-9.144721737616843,10.788114136767064,5.745900778125062,-6.328208175667223
-9.604938961795513,-2.9745693339488932,16.024336341876282,-4.0757769533411965,0.3736786898720591
-4.323918265982543,-8.14037446306573,2.9180248045464112,13.844736028964103,0.16539572223437296
-5.314439082103414,6.87161307723732,-8.36887849137853,-5.895196347650632,-12.80461508958616
-5.165305180753853,10.272907865387003,-1.8823669410843589,1.9491139319409068,1.0777063859963485
-1.815369484893772,3.7807526279237336,-0.48428889360963195,1.0120528684649577,-3.3548231078396773
-8.301445596279578,14.030670700382185,4.238865884540537,-8.151232544382475,0.884243274199695
-2.930572081932964,5.786465861958308,-16.59571359455205,4.204165503125844,-9.057091715366592
20.78912131349654,0.31310546500906156,3.1795216735786993,-2.1614324715720907,-8.324989839285042
26.953869728270952,-0.6181679990594107,3.7362868000414595,0.6667449749981461,-3.5002195953686734
27.799472576596575,2.072258159439661,3.687251869812187,-0.868686177858355,-1.4324828197463397
-7.23254045628521,3.375615017298414,6.473973113102357,-17.513763857063065,-6.161702601981081
-3.6644473529225534,11.52183639002848,-3.090555598390113,6.507848217377986,4.856410904919474
-5.194249767702533,-21.286593282329715,13.551969908809891,2.7305108693171163,-1.5334439222296588
0.11167144379084296,-2.631570145105194,-5.4450100396637575,7.2090711608482465,-1.052127744563078
-3.6729759885114963,-21.29449509502404,-15.204097599242974,-9.148656619622345,6.4189349537759055
-4.278400580159636,-11.435877795508896,1.648401369341787,3.2257126551195605,-5.887405569085093
